#timestamp tx ty tz qx qy qz qw
9.725606 9.589979 34.951010 0.179153 0.204209 -0.636949 -0.199378 0.716131
9.726606 9.605214 34.950208 0.179023 0.204226 -0.636887 -0.199408 0.716172
9.727606 9.620459 34.949399 0.178893 0.204243 -0.636826 -0.199438 0.716214
9.728606 9.635714 34.948583 0.178763 0.204260 -0.636764 -0.199468 0.716255
9.729606 9.650979 34.947761 0.178633 0.204277 -0.636703 -0.199498 0.716297
9.730606 9.666254 34.946932 0.178502 0.204294 -0.636642 -0.199528 0.716338
9.731606 9.681539 34.946096 0.178372 0.204311 -0.636580 -0.199558 0.716379
9.732606 9.696834 34.945253 0.178241 0.204328 -0.636519 -0.199589 0.716420
9.733606 9.712138 34.944404 0.178111 0.204345 -0.636458 -0.199619 0.716462
9.734606 9.727453 34.943548 0.177980 0.204361 -0.636396 -0.199649 0.716503
9.735606 9.742778 34.942686 0.177849 0.204378 -0.636335 -0.199679 0.716544
9.736606 9.758113 34.941817 0.177718 0.204395 -0.636274 -0.199709 0.716585
9.737606 9.773457 34.940941 0.177587 0.204412 -0.636213 -0.199740 0.716626
9.738606 9.788811 34.940058 0.177455 0.204428 -0.636152 -0.199770 0.716667
9.739606 9.804175 34.939170 0.177324 0.204445 -0.636091 -0.199800 0.716709
9.740606 9.819549 34.938274 0.177193 0.204461 -0.636029 -0.199830 0.716750
9.741606 9.834933 34.937372 0.177061 0.204478 -0.635968 -0.199861 0.716791
9.742606 9.850326 34.936463 0.176930 0.204494 -0.635907 -0.199891 0.716832
9.743606 9.865729 34.935548 0.176798 0.204511 -0.635846 -0.199921 0.716873
9.744606 9.881142 34.934626 0.176666 0.204527 -0.635785 -0.199952 0.716914
9.745606 9.896564 34.933698 0.176534 0.204544 -0.635724 -0.199982 0.716955
9.746606 9.911996 34.932763 0.176402 0.204560 -0.635663 -0.200012 0.716995
9.747606 9.927437 34.931821 0.176270 0.204576 -0.635602 -0.200043 0.717036
9.748606 9.942888 34.930874 0.176138 0.204593 -0.635541 -0.200073 0.717077
9.749606 9.958348 34.929919 0.176006 0.204609 -0.635481 -0.200103 0.717118
9.750606 9.973818 34.928958 0.175873 0.204625 -0.635420 -0.200134 0.717159
9.751606 9.989298 34.927991 0.175741 0.204641 -0.635359 -0.200164 0.717200
9.752606 10.004787 34.927017 0.175608 0.204658 -0.635298 -0.200194 0.717240
9.753606 10.020285 34.926037 0.175476 0.204674 -0.635237 -0.200225 0.717281
9.754606 10.035793 34.925051 0.175343 0.204690 -0.635177 -0.200255 0.717322
9.755606 10.051310 34.924058 0.175210 0.204706 -0.635116 -0.200286 0.717363
9.756606 10.066836 34.923058 0.175077 0.204722 -0.635055 -0.200316 0.717403
9.757606 10.082372 34.922053 0.174945 0.204738 -0.634994 -0.200347 0.717444
9.758606 10.097917 34.921040 0.174812 0.204754 -0.634934 -0.200377 0.717485
9.759606 10.113471 34.920022 0.174678 0.204770 -0.634873 -0.200407 0.717525
9.760606 10.129034 34.918997 0.174545 0.204785 -0.634812 -0.200438 0.717566
9.761606 10.144607 34.917966 0.174412 0.204801 -0.634752 -0.200468 0.717606
9.762606 10.160189 34.916928 0.174279 0.204817 -0.634691 -0.200499 0.717647
9.763606 10.175780 34.915885 0.174145 0.204833 -0.634631 -0.200529 0.717687
9.764606 10.191380 34.914835 0.174012 0.204849 -0.634570 -0.200560 0.717728
9.765606 10.206989 34.913778 0.173878 0.204864 -0.634510 -0.200591 0.717768
9.766606 10.222607 34.912716 0.173745 0.204880 -0.634449 -0.200621 0.717809
9.767606 10.238235 34.911647 0.173611 0.204896 -0.634389 -0.200652 0.717849
